8.638824510853737593e-06,2.238891647721175104e-05,-5.802721716463565826e-07,2.050000000000000000e+02,2.750000000000000000e+02,2.150000000000000000e+02,2.170000000000000000e+02,2.533000000000000000e+03
1.562661964271683246e-05,5.062574200564995408e-05,-1.388776581734418869e-06,2.050000000000000000e+02,2.750000000000000000e+02,2.090000000000000000e+02,2.170000000000000000e+02,2.533000000000000000e+03
2.164437682949937880e-05,8.479746611556038260e-05,2.299914881587028503e-02,2.050000000000000000e+02,2.750000000000000000e+02,2.090000000000000000e+02,2.120000000000000000e+02,2.533000000000000000e+03
1.084001996787264943e-04,6.451629451476037502e-05,2.300071157515048981e-02,2.050000000000000000e+02,2.750000000000000000e+02,2.090000000000000000e+02,2.120000000000000000e+02,2.533000000000000000e+03
1.358669105684384704e-04,9.106180368689820170e-05,2.299843914806842804e-02,2.050000000000000000e+02,2.750000000000000000e+02,2.090000000000000000e+02,2.120000000000000000e+02,2.533000000000000000e+03
1.609679020475596189e-04,1.215084921568632126e-04,2.299613505601882935e-02,2.050000000000000000e+02,2.750000000000000000e+02,2.090000000000000000e+02,2.120000000000000000e+02,2.533000000000000000e+03
1.837476593209430575e-04,1.548213040223345160e-04,2.197021618485450745e-02,2.050000000000000000e+02,2.750000000000000000e+02,2.090000000000000000e+02,2.120000000000000000e+02,2.533000000000000000e+03
-2.689839166123420000e-04,-1.825977378757670522e-04,2.196872979402542114e-02,2.050000000000000000e+02,2.750000000000000000e+02,2.090000000000000000e+02,2.120000000000000000e+02,2.533000000000000000e+03
-3.383407602086663246e-04,-2.093852090183645487e-04,2.195927873253822327e-02,2.290000000000000000e+02,2.750000000000000000e+02,2.090000000000000000e+02,2.120000000000000000e+02,2.533000000000000000e+03
-2.719677868299186230e-04,-3.787367313634604216e-05,2.196764759719371796e-02,2.290000000000000000e+02,2.710000000000000000e+02,2.090000000000000000e+02,2.120000000000000000e+02,2.533000000000000000e+03
-2.142259181709960103e-04,-3.011930130014661700e-05,2.196493186056613922e-02,2.290000000000000000e+02,2.710000000000000000e+02,2.090000000000000000e+02,2.120000000000000000e+02,2.427000000000000000e+03
-2.561750006861984730e-04,-1.868374783953186125e-05,2.195663750171661377e-02,2.290000000000000000e+02,2.710000000000000000e+02,2.180000000000000000e+02,2.120000000000000000e+02,2.427000000000000000e+03
-3.012187662534415722e-04,-3.638539055828005075e-06,2.277467772364616394e-02,2.290000000000000000e+02,2.710000000000000000e+02,2.180000000000000000e+02,2.160000000000000000e+02,2.427000000000000000e+03
-3.493663098197430372e-04,1.259933924302458763e-05,2.279036305844783783e-02,2.290000000000000000e+02,2.710000000000000000e+02,2.180000000000000000e+02,2.160000000000000000e+02,2.427000000000000000e+03
-4.016043385490775108e-04,3.096124419244006276e-05,2.280562371015548706e-02,2.290000000000000000e+02,2.710000000000000000e+02,2.180000000000000000e+02,2.160000000000000000e+02,2.427000000000000000e+03
-4.574033373501151800e-04,5.220467937760986388e-05,2.282213419675827026e-02,2.290000000000000000e+02,2.710000000000000000e+02,2.180000000000000000e+02,2.160000000000000000e+02,2.427000000000000000e+03
